Mod:Item:MetaData, Localized Name
gregtech:cable:1001, 2x Aluminium wire
gregtech:cable:2001, 4x Aluminium wire
gregtech:cable:3001, 8x Aluminium wire
gregtech:cable:4001, 16x Aluminium wire
gregtech:cable:5001, 1x Aluminium cable
gregtech:cable:6001, 2x Aluminium cable
gregtech:cable:7001, 4x Aluminium cable
gregtech:cable:8001, 8x Aluminium cable
gregtech:cable:9001, 16x Aluminium cable
gregtech:cable:87, 1x Annealed Copper wire
gregtech:cable:1087, 2x Annealed Copper wire
gregtech:cable:2087, 4x Annealed Copper wire
gregtech:cable:3087, 8x Annealed Copper wire
gregtech:cable:4087, 16x Annealed Copper wire
gregtech:cable:5087, 1x Annealed Copper cable
gregtech:cable:6087, 2x Annealed Copper cable
gregtech:cable:7087, 4x Annealed Copper cable
gregtech:cable:8087, 8x Annealed Copper cable
gregtech:cable:9087, 16x Annealed Copper cable
gregtech:cable:231, 1x Black Steel wire
gregtech:cable:1231, 2x Black Steel wire
gregtech:cable:2231, 4x Black Steel wire
gregtech:cable:3231, 8x Black Steel wire
gregtech:cable:4231, 16x Black Steel wire
gregtech:cable:5231, 1x Black Steel cable
gregtech:cable:6231, 2x Black Steel cable
gregtech:cable:7231, 4x Black Steel cable
gregtech:cable:8231, 8x Black Steel cable
gregtech:cable:9231, 16x Black Steel cable
gregtech:cable:17, 1x Cobalt wire
gregtech:cable:1017, 2x Cobalt wire
gregtech:cable:2017, 4x Cobalt wire
gregtech:cable:3017, 8x Cobalt wire
gregtech:cable:4017, 16x Cobalt wire
gregtech:cable:5017, 1x Cobalt cable
gregtech:cable:6017, 2x Cobalt cable
gregtech:cable:7017, 4x Cobalt cable
gregtech:cable:8017, 8x Cobalt cable
gregtech:cable:9017, 16x Cobalt cable
gregtech:cable:18, 1x Copper wire
gregtech:cable:1018, 2x Copper wire
gregtech:cable:2018, 4x Copper wire
gregtech:cable:3018, 8x Copper wire
gregtech:cable:4018, 16x Copper wire
gregtech:cable:5018, 1x Copper cable
gregtech:cable:6018, 2x Copper cable
gregtech:cable:7018, 4x Copper cable
gregtech:cable:8018, 8x Copper cable
gregtech:cable:9018, 16x Copper cable
gregtech:cable:109, 1x Cupronickel wire
gregtech:cable:1109, 2x Cupronickel wire
gregtech:cable:2109, 4x Cupronickel wire
gregtech:cable:3109, 8x Cupronickel wire
gregtech:cable:4109, 16x Cupronickel wire
gregtech:cable:5109, 1x Cupronickel cable
gregtech:cable:6109, 2x Cupronickel cable
gregtech:cable:7109, 4x Cupronickel cable
gregtech:cable:8109, 8x Cupronickel cable
gregtech:cable:9109, 16x Cupronickel cable
gregtech:cable:312, 1x Duranium wire
gregtech:cable:1312, 2x Duranium wire
gregtech:cable:2312, 4x Duranium wire
gregtech:cable:3312, 8x Duranium wire
gregtech:cable:4312, 16x Duranium wire
gregtech:cable:5312, 1x Duranium cable
gregtech:cable:6312, 2x Duranium cable
gregtech:cable:7312, 4x Duranium cable
gregtech:cable:8312, 8x Duranium cable
gregtech:cable:9312, 16x Duranium cable
gregtech:cable:112, 1x Electrum wire
gregtech:cable:1112, 2x Electrum wire
gregtech:cable:2112, 4x Electrum wire
gregtech:cable:3112, 8x Electrum wire
gregtech:cable:4112, 16x Electrum wire
gregtech:cable:5112, 1x Electrum cable
gregtech:cable:6112, 2x Electrum cable
gregtech:cable:7112, 4x Electrum cable
gregtech:cable:8112, 8x Electrum cable
gregtech:cable:9112, 16x Electrum cable
gregtech:cable:980, 1x EV Superconductor wire
gregtech:cable:1980, 2x EV Superconductor wire
gregtech:cable:2980, 4x EV Superconductor wire
gregtech:cable:3980, 8x EV Superconductor wire
gregtech:cable:4980, 16x EV Superconductor wire
gregtech:cable:5980, 1x EV Superconductor cable
gregtech:cable:6980, 2x EV Superconductor cable
gregtech:cable:7980, 4x EV Superconductor cable
gregtech:cable:8980, 8x EV Superconductor cable
gregtech:cable:9980, 16x EV Superconductor cable
gregtech:cable:986, 1x EV Superconductor Base wire
gregtech:cable:1986, 2x EV Superconductor Base wire
gregtech:cable:2986, 4x EV Superconductor Base wire
gregtech:cable:3986, 8x EV Superconductor Base wire
gregtech:cable:4986, 16x EV Superconductor Base wire
gregtech:cable:5986, 1x EV Superconductor Base cable
gregtech:cable:6986, 2x EV Superconductor Base cable
gregtech:cable:7986, 4x EV Superconductor Base cable
gregtech:cable:8986, 8x EV Superconductor Base cable
gregtech:cable:9986, 16x EV Superconductor Base cable
gregtech:cable:26, 1x Gold wire
gregtech:cable:1026, 2x Gold wire
gregtech:cable:2026, 4x Gold wire
gregtech:cable:3026, 8x Gold wire
gregtech:cable:4026, 16x Gold wire
gregtech:cable:5026, 1x Gold cable
gregtech:cable:6026, 2x Gold cable
gregtech:cable:7026, 4x Gold cable
gregtech:cable:8026, 8x Gold cable
gregtech:cable:9026, 16x Gold cable
gregtech:cable:205, 1x Graphene wire
gregtech:cable:1205, 2x Graphene wire
gregtech:cable:2205, 4x Graphene wire
gregtech:cable:3205, 8x Graphene wire
gregtech:cable:4205, 16x Graphene wire
gregtech:cable:5205, 1x Graphene cable
gregtech:cable:6205, 2x Graphene cable
gregtech:cable:7205, 4x Graphene cable
gregtech:cable:8205, 8x Graphene cable
gregtech:cable:9205, 16x Graphene cable
gregtech:cable:302, 1x HSS-G wire
gregtech:cable:1302, 2x HSS-G wire
gregtech:cable:2302, 4x HSS-G wire
gregtech:cable:3302, 8x HSS-G wire
gregtech:cable:4302, 16x HSS-G wire
gregtech:cable:5302, 1x HSS-G cable
gregtech:cable:6302, 2x HSS-G cable
gregtech:cable:7302, 4x HSS-G cable
gregtech:cable:8302, 8x HSS-G cable
gregtech:cable:9302, 16x HSS-G cable
gregtech:cable:981, 1x HV Superconductor wire
gregtech:cable:1981, 2x HV Superconductor wire
gregtech:cable:2981, 4x HV Superconductor wire
gregtech:cable:3981, 8x HV Superconductor wire
gregtech:cable:4981, 16x HV Superconductor wire
gregtech:cable:5981, 1x HV Superconductor cable
gregtech:cable:6981, 2x HV Superconductor cable
gregtech:cable:7981, 4x HV Superconductor cable
gregtech:cable:8981, 8x HV Superconductor cable
gregtech:cable:9981, 16x HV Superconductor cable
gregtech:cable:987, 1x HV Superconductor Base wire
gregtech:cable:1987, 2x HV Superconductor Base wire
gregtech:cable:2987, 4x HV Superconductor Base wire
gregtech:cable:3987, 8x HV Superconductor Base wire
gregtech:cable:4987, 16x HV Superconductor Base wire
gregtech:cable:5987, 1x HV Superconductor Base cable
gregtech:cable:6987, 2x HV Superconductor Base cable
gregtech:cable:7987, 4x HV Superconductor Base cable
gregtech:cable:8987, 8x HV Superconductor Base cable
gregtech:cable:9987, 16x HV Superconductor Base cable
gregtech:cable:33, 1x Iron wire
gregtech:cable:1033, 2x Iron wire
gregtech:cable:2033, 4x Iron wire
gregtech:cable:3033, 8x Iron wire
gregtech:cable:4033, 16x Iron wire
gregtech:cable:5033, 1x Iron cable
gregtech:cable:6033, 2x Iron cable
gregtech:cable:7033, 4x Iron cable
gregtech:cable:8033, 8x Iron cable
gregtech:cable:9033, 16x Iron cable
gregtech:cable:979, 1x IV Superconductor wire
gregtech:cable:1979, 2x IV Superconductor wire
gregtech:cable:2979, 4x IV Superconductor wire
gregtech:cable:3979, 8x IV Superconductor wire
gregtech:cable:4979, 16x IV Superconductor wire
gregtech:cable:5979, 1x IV Superconductor cable
gregtech:cable:6979, 2x IV Superconductor cable
gregtech:cable:7979, 4x IV Superconductor cable
gregtech:cable:8979, 8x IV Superconductor cable
gregtech:cable:9979, 16x IV Superconductor cable
gregtech:cable:985, 1x IV Superconductor Base wire
gregtech:cable:1985, 2x IV Superconductor Base wire
gregtech:cable:2985, 4x IV Superconductor Base wire
gregtech:cable:3985, 8x IV Superconductor Base wire
gregtech:cable:4985, 16x IV Superconductor Base wire
gregtech:cable:5985, 1x IV Superconductor Base cable
gregtech:cable:6985, 2x IV Superconductor Base cable
gregtech:cable:7985, 4x IV Superconductor Base cable
gregtech:cable:8985, 8x IV Superconductor Base cable
gregtech:cable:9985, 16x IV Superconductor Base cable
gregtech:cable:127, 1x Kanthal wire
gregtech:cable:1127, 2x Kanthal wire
gregtech:cable:2127, 4x Kanthal wire
gregtech:cable:3127, 8x Kanthal wire
gregtech:cable:4127, 16x Kanthal wire
gregtech:cable:5127, 1x Kanthal cable
gregtech:cable:6127, 2x Kanthal cable
gregtech:cable:7127, 4x Kanthal cable
gregtech:cable:8127, 8x Kanthal cable
gregtech:cable:9127, 16x Kanthal cable
gregtech:cable:35, 1x Lead wire
gregtech:cable:1035, 2x Lead wire
gregtech:cable:2035, 4x Lead wire
gregtech:cable:3035, 8x Lead wire
gregtech:cable:4035, 16x Lead wire
gregtech:cable:5035, 1x Lead cable
gregtech:cable:6035, 2x Lead cable
gregtech:cable:7035, 4x Lead cable
gregtech:cable:8035, 8x Lead cable
gregtech:cable:9035, 16x Lead cable
gregtech:cable:978, 1x LuV Superconductor wire
gregtech:cable:1978, 2x LuV Superconductor wire
gregtech:cable:2978, 4x LuV Superconductor wire
gregtech:cable:3978, 8x LuV Superconductor wire
gregtech:cable:4978, 16x LuV Superconductor wire
gregtech:cable:5978, 1x LuV Superconductor cable
gregtech:cable:6978, 2x LuV Superconductor cable
gregtech:cable:7978, 4x LuV Superconductor cable
gregtech:cable:8978, 8x LuV Superconductor cable
gregtech:cable:9978, 16x LuV Superconductor cable
gregtech:cable:984, 1x LuV Superconductor Base wire
gregtech:cable:1984, 2x LuV Superconductor Base wire
gregtech:cable:2984, 4x LuV Superconductor Base wire
gregtech:cable:3984, 8x LuV Superconductor Base wire
gregtech:cable:4984, 16x LuV Superconductor Base wire
gregtech:cable:5984, 1x LuV Superconductor Base cable
gregtech:cable:6984, 2x LuV Superconductor Base cable
gregtech:cable:7984, 4x LuV Superconductor Base cable
gregtech:cable:8984, 8x LuV Superconductor Base cable
gregtech:cable:9984, 16x LuV Superconductor Base cable
gregtech:cable:982, 1x MV Superconductor wire
gregtech:cable:1982, 2x MV Superconductor wire
gregtech:cable:2982, 4x MV Superconductor wire
gregtech:cable:3982, 8x MV Superconductor wire
gregtech:cable:4982, 16x MV Superconductor wire
gregtech:cable:5982, 1x MV Superconductor cable
gregtech:cable:6982, 2x MV Superconductor cable
gregtech:cable:7982, 4x MV Superconductor cable
gregtech:cable:8982, 8x MV Superconductor cable
gregtech:cable:9982, 16x MV Superconductor cable
gregtech:cable:988, 1x MV Superconductor Base wire
gregtech:cable:1988, 2x MV Superconductor Base wire
gregtech:cable:2988, 4x MV Superconductor Base wire
gregtech:cable:3988, 8x MV Superconductor Base wire
gregtech:cable:4988, 16x MV Superconductor Base wire
gregtech:cable:5988, 1x MV Superconductor Base cable
gregtech:cable:6988, 2x MV Superconductor Base cable
gregtech:cable:7988, 4x MV Superconductor Base cable
gregtech:cable:8988, 8x MV Superconductor Base cable
gregtech:cable:9988, 16x MV Superconductor Base cable
gregtech:cable:307, 1x Naquadah wire
gregtech:cable:1307, 2x Naquadah wire
gregtech:cable:2307, 4x Naquadah wire
gregtech:cable:3307, 8x Naquadah wire
gregtech:cable:4307, 16x Naquadah wire
gregtech:cable:5307, 1x Naquadah cable
gregtech:cable:6307, 2x Naquadah cable
gregtech:cable:7307, 4x Naquadah cable
gregtech:cable:8307, 8x Naquadah cable
gregtech:cable:9307, 16x Naquadah cable
gregtech:cable:308, 1x Naquadah Alloy wire
gregtech:cable:1308, 2x Naquadah Alloy wire
gregtech:cable:2308, 4x Naquadah Alloy wire
gregtech:cable:3308, 8x Naquadah Alloy wire
gregtech:cable:4308, 16x Naquadah Alloy wire
gregtech:cable:5308, 1x Naquadah Alloy cable
gregtech:cable:6308, 2x Naquadah Alloy cable
gregtech:cable:7308, 4x Naquadah Alloy cable
gregtech:cable:8308, 8x Naquadah Alloy cable
gregtech:cable:9308, 16x Naquadah Alloy cable
gregtech:cable:133, 1x Nichrome wire
gregtech:cable:1133, 2x Nichrome wire
gregtech:cable:2133, 4x Nichrome wire
gregtech:cable:3133, 8x Nichrome wire
gregtech:cable:4133, 16x Nichrome wire
gregtech:cable:5133, 1x Nichrome cable
gregtech:cable:6133, 2x Nichrome cable
gregtech:cable:7133, 4x Nichrome cable
gregtech:cable:8133, 8x Nichrome cable
gregtech:cable:9133, 16x Nichrome cable
gregtech:cable:44, 1x Nickel wire
gregtech:cable:1044, 2x Nickel wire
gregtech:cable:2044, 4x Nickel wire
gregtech:cable:3044, 8x Nickel wire
gregtech:cable:4044, 16x Nickel wire
gregtech:cable:5044, 1x Nickel cable
gregtech:cable:6044, 2x Nickel cable
gregtech:cable:7044, 4x Nickel cable
gregtech:cable:8044, 8x Nickel cable
gregtech:cable:9044, 16x Nickel cable
gregtech:cable:135, 1x Niobium-Titanium wire
gregtech:cable:1135, 2x Niobium-Titanium wire
gregtech:cable:2135, 4x Niobium-Titanium wire
gregtech:cable:3135, 8x Niobium-Titanium wire
gregtech:cable:4135, 16x Niobium-Titanium wire
gregtech:cable:5135, 1x Niobium-Titanium cable
gregtech:cable:6135, 2x Niobium-Titanium cable
gregtech:cable:7135, 4x Niobium-Titanium cable
gregtech:cable:8135, 8x Niobium-Titanium cable
gregtech:cable:9135, 16x Niobium-Titanium cable
gregtech:cable:47, 1x Osmium wire
gregtech:cable:1047, 2x Osmium wire
gregtech:cable:2047, 4x Osmium wire
gregtech:cable:3047, 8x Osmium wire
gregtech:cable:4047, 16x Osmium wire
gregtech:cable:5047, 1x Osmium cable
gregtech:cable:6047, 2x Osmium cable
gregtech:cable:7047, 4x Osmium cable
gregtech:cable:8047, 8x Osmium cable
gregtech:cable:9047, 16x Osmium cable
gregtech:cable:51, 1x Platinum wire
gregtech:cable:1051, 2x Platinum wire
gregtech:cable:2051, 4x Platinum wire
gregtech:cable:3051, 8x Platinum wire
gregtech:cable:4051, 16x Platinum wire
gregtech:cable:5051, 1x Platinum cable
gregtech:cable:6051, 2x Platinum cable
gregtech:cable:7051, 4x Platinum cable
gregtech:cable:8051, 8x Platinum cable
gregtech:cable:9051, 16x Platinum cable
gregtech:cable:237, 1x Red Alloy wire
gregtech:cable:1237, 2x Red Alloy wire
gregtech:cable:2237, 4x Red Alloy wire
gregtech:cable:3237, 8x Red Alloy wire
gregtech:cable:4237, 16x Red Alloy wire
gregtech:cable:5237, 1x Red Alloy cable
gregtech:cable:6237, 2x Red Alloy cable
gregtech:cable:7237, 4x Red Alloy cable
gregtech:cable:8237, 8x Red Alloy cable
gregtech:cable:9237, 16x Red Alloy cable
gregtech:cable:62, 1x Silver wire
gregtech:cable:1062, 2x Silver wire
gregtech:cable:2062, 4x Silver wire
gregtech:cable:3062, 8x Silver wire
gregtech:cable:4062, 16x Silver wire
gregtech:cable:5062, 1x Silver cable
gregtech:cable:6062, 2x Silver cable
gregtech:cable:7062, 4x Silver cable
gregtech:cable:8062, 8x Silver cable
gregtech:cable:9062, 16x Silver cable
gregtech:cable:180, 1x Soldering Alloy wire
gregtech:cable:1180, 2x Soldering Alloy wire
gregtech:cable:2180, 4x Soldering Alloy wire
gregtech:cable:3180, 8x Soldering Alloy wire
gregtech:cable:4180, 16x Soldering Alloy wire
gregtech:cable:5180, 1x Soldering Alloy cable
gregtech:cable:6180, 2x Soldering Alloy cable
gregtech:cable:7180, 4x Soldering Alloy cable
gregtech:cable:8180, 8x Soldering Alloy cable
gregtech:cable:9180, 16x Soldering Alloy cable
gregtech:cable:184, 1x Steel wire
gregtech:cable:1184, 2x Steel wire
gregtech:cable:2184, 4x Steel wire
gregtech:cable:3184, 8x Steel wire
gregtech:cable:4184, 16x Steel wire
gregtech:cable:5184, 1x Steel cable
gregtech:cable:6184, 2x Steel cable
gregtech:cable:7184, 4x Steel cable
gregtech:cable:8184, 8x Steel cable
gregtech:cable:9184, 16x Steel cable
gregtech:cable:354, 1x Superconductor wire
gregtech:cable:1354, 2x Superconductor wire
gregtech:cable:2354, 4x Superconductor wire
gregtech:cable:3354, 8x Superconductor wire
gregtech:cable:4354, 16x Superconductor wire
gregtech:cable:5354, 1x Superconductor cable
gregtech:cable:6354, 2x Superconductor cable
gregtech:cable:7354, 4x Superconductor cable
gregtech:cable:8354, 8x Superconductor cable
gregtech:cable:9354, 16x Superconductor cable
gregtech:cable:71, 1x Tin wire
gregtech:cable:1071, 2x Tin wire
gregtech:cable:2071, 4x Tin wire
gregtech:cable:3071, 8x Tin wire
gregtech:cable:4071, 16x Tin wire
gregtech:cable:5071, 1x Tin cable
gregtech:cable:6071, 2x Tin cable
gregtech:cable:7071, 4x Tin cable
gregtech:cable:8071, 8x Tin cable
gregtech:cable:9071, 16x Tin cable
gregtech:cable:72, 1x Titanium wire
gregtech:cable:1072, 2x Titanium wire
gregtech:cable:2072, 4x Titanium wire
gregtech:cable:3072, 8x Titanium wire
gregtech:cable:4072, 16x Titanium wire
gregtech:cable:5072, 1x Titanium cable
gregtech:cable:6072, 2x Titanium cable
gregtech:cable:7072, 4x Titanium cable
gregtech:cable:8072, 8x Titanium cable
gregtech:cable:9072, 16x Titanium cable
gregtech:cable:74, 1x Tungsten wire
gregtech:cable:1074, 2x Tungsten wire
gregtech:cable:2074, 4x Tungsten wire
gregtech:cable:3074, 8x Tungsten wire
gregtech:cable:4074, 16x Tungsten wire
gregtech:cable:5074, 1x Tungsten cable
gregtech:cable:6074, 2x Tungsten cable
gregtech:cable:7074, 4x Tungsten cable
gregtech:cable:8074, 8x Tungsten cable
gregtech:cable:9074, 16x Tungsten cable
gregtech:cable:235, 1x Tungstensteel wire
gregtech:cable:1235, 2x Tungstensteel wire
gregtech:cable:2235, 4x Tungstensteel wire
gregtech:cable:3235, 8x Tungstensteel wire
gregtech:cable:4235, 16x Tungstensteel wire
gregtech:cable:5235, 1x Tungstensteel cable
gregtech:cable:6235, 2x Tungstensteel cable
gregtech:cable:7235, 4x Tungstensteel cable
gregtech:cable:8235, 8x Tungstensteel cable
gregtech:cable:9235, 16x Tungstensteel cable
gregtech:cable:973, 1x Ultima Alloy wire
gregtech:cable:1973, 2x Ultima Alloy wire
gregtech:cable:2973, 4x Ultima Alloy wire
gregtech:cable:3973, 8x Ultima Alloy wire
gregtech:cable:4973, 16x Ultima Alloy wire
gregtech:cable:5973, 1x Ultima Alloy cable
gregtech:cable:6973, 2x Ultima Alloy cable
gregtech:cable:7973, 4x Ultima Alloy cable
gregtech:cable:8973, 8x Ultima Alloy cable
gregtech:cable:9973, 16x Ultima Alloy cable
gregtech:cable:195, 1x Vanadium-Gallium wire
gregtech:cable:1195, 2x Vanadium-Gallium wire
gregtech:cable:2195, 4x Vanadium-Gallium wire
gregtech:cable:3195, 8x Vanadium-Gallium wire
gregtech:cable:4195, 16x Vanadium-Gallium wire
gregtech:cable:5195, 1x Vanadium-Gallium cable
gregtech:cable:6195, 2x Vanadium-Gallium cable
gregtech:cable:7195, 4x Vanadium-Gallium cable
gregtech:cable:8195, 8x Vanadium-Gallium cable
gregtech:cable:9195, 16x Vanadium-Gallium cable
gregtech:cable:200, 1x Yttrium Barium Cuprate wire
gregtech:cable:1200, 2x Yttrium Barium Cuprate wire
gregtech:cable:2200, 4x Yttrium Barium Cuprate wire
gregtech:cable:3200, 8x Yttrium Barium Cuprate wire
gregtech:cable:4200, 16x Yttrium Barium Cuprate wire
gregtech:cable:5200, 1x Yttrium Barium Cuprate cable
gregtech:cable:6200, 2x Yttrium Barium Cuprate cable
gregtech:cable:7200, 4x Yttrium Barium Cuprate cable
gregtech:cable:8200, 8x Yttrium Barium Cuprate cable
gregtech:cable:9200, 16x Yttrium Barium Cuprate cable
gregtech:cable:79, 1x Zinc wire
gregtech:cable:1079, 2x Zinc wire
gregtech:cable:2079, 4x Zinc wire
gregtech:cable:3079, 8x Zinc wire
gregtech:cable:4079, 16x Zinc wire
gregtech:cable:5079, 1x Zinc cable
gregtech:cable:6079, 2x Zinc cable
gregtech:cable:7079, 4x Zinc cable
gregtech:cable:8079, 8x Zinc cable
gregtech:cable:9079, 16x Zinc cable
gregtech:cable:977, 1x ZPM Superconductor wire
gregtech:cable:1977, 2x ZPM Superconductor wire
gregtech:cable:2977, 4x ZPM Superconductor wire
gregtech:cable:3977, 8x ZPM Superconductor wire
gregtech:cable:4977, 16x ZPM Superconductor wire
gregtech:cable:5977, 1x ZPM Superconductor cable
gregtech:cable:6977, 2x ZPM Superconductor cable
gregtech:cable:7977, 4x ZPM Superconductor cable
gregtech:cable:8977, 8x ZPM Superconductor cable
gregtech:cable:9977, 16x ZPM Superconductor cable
gregtech:cable:983, 1x ZPM Superconductor Base wire
gregtech:cable:1983, 2x ZPM Superconductor Base wire
gregtech:cable:2983, 4x ZPM Superconductor Base wire
gregtech:cable:3983, 8x ZPM Superconductor Base wire
gregtech:cable:4983, 16x ZPM Superconductor Base wire
gregtech:cable:5983, 1x ZPM Superconductor Base cable
gregtech:cable:6983, 2x ZPM Superconductor Base cable
gregtech:cable:7983, 4x ZPM Superconductor Base cable
gregtech:cable:8983, 8x ZPM Superconductor Base cable
gregtech:cable:9983, 16x ZPM Superconductor Base cable
gregtech:fluid_pipe:95, Tiny Bronze Pipe
gregtech:fluid_pipe:1095, Small Bronze Pipe
gregtech:fluid_pipe:2095, Medium Bronze Pipe
gregtech:fluid_pipe:3095, Large Bronze Pipe
gregtech:fluid_pipe:18, Tiny Copper Pipe
gregtech:fluid_pipe:1018, Small Copper Pipe
gregtech:fluid_pipe:2018, Medium Copper Pipe
gregtech:fluid_pipe:3018, Large Copper Pipe
gregtech:fluid_pipe:976, Tiny Enderium Pipe
gregtech:fluid_pipe:1976, Small Enderium Pipe
gregtech:fluid_pipe:2976, Medium Enderium Pipe
gregtech:fluid_pipe:3976, Large Enderium Pipe
gregtech:fluid_pipe:307, Tiny Naquadah Pipe
gregtech:fluid_pipe:1307, Small Naquadah Pipe
gregtech:fluid_pipe:2307, Medium Naquadah Pipe
gregtech:fluid_pipe:3307, Large Naquadah Pipe
gregtech:fluid_pipe:998, Tiny Neutronium Pipe
gregtech:fluid_pipe:1998, Small Neutronium Pipe
gregtech:fluid_pipe:2998, Medium Neutronium Pipe
gregtech:fluid_pipe:3998, Large Neutronium Pipe
gregtech:fluid_pipe:135, Tiny Niobium-Titanium Pipe
gregtech:fluid_pipe:1135, Small Niobium-Titanium Pipe
gregtech:fluid_pipe:2135, Medium Niobium-Titanium Pipe
gregtech:fluid_pipe:3135, Large Niobium-Titanium Pipe
gregtech:fluid_pipe:990, Tiny Plasma Confinement Pipe
gregtech:fluid_pipe:1990, Small Plasma Confinement Pipe
gregtech:fluid_pipe:2990, Medium Plasma Confinement Pipe
gregtech:fluid_pipe:3990, Large Plasma Confinement Pipe
gregtech:fluid_pipe:141, Tiny Polyethylene Pipe
gregtech:fluid_pipe:1141, Small Polyethylene Pipe
gregtech:fluid_pipe:2141, Medium Polyethylene Pipe
gregtech:fluid_pipe:3141, Large Polyethylene Pipe
gregtech:fluid_pipe:145, Tiny Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:1145, Small Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:2145, Medium Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:3145, Large Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:183, Tiny Stainless Steel Pipe
gregtech:fluid_pipe:1183, Small Stainless Steel Pipe
gregtech:fluid_pipe:2183, Medium Stainless Steel Pipe
gregtech:fluid_pipe:3183, Large Stainless Steel Pipe
gregtech:fluid_pipe:184, Tiny Steel Pipe
gregtech:fluid_pipe:1184, Small Steel Pipe
gregtech:fluid_pipe:2184, Medium Steel Pipe
gregtech:fluid_pipe:3184, Large Steel Pipe
gregtech:fluid_pipe:72, Tiny Titanium Pipe
gregtech:fluid_pipe:1072, Small Titanium Pipe
gregtech:fluid_pipe:2072, Medium Titanium Pipe
gregtech:fluid_pipe:3072, Large Titanium Pipe
gregtech:fluid_pipe:235, Tiny Tungstensteel Pipe
gregtech:fluid_pipe:1235, Small Tungstensteel Pipe
gregtech:fluid_pipe:2235, Medium Tungstensteel Pipe
gregtech:fluid_pipe:3235, Large Tungstensteel Pipe
gregtech:fluid_pipe:196, Tiny Wood Pipe
gregtech:fluid_pipe:1196, Small Wood Pipe
gregtech:fluid_pipe:2196, Medium Wood Pipe
gregtech:fluid_pipe:3196, Large Wood Pipe
gregtech:boiler_casing:0, Bronze Pipe Casing
gregtech:boiler_casing:1, Steel Pipe Casing
gregtech:boiler_casing:2, Titanium Pipe Casing
gregtech:boiler_casing:3, Tungstensteel Pipe Casing
gregtech:boiler_firebox_casing:0, Bronze Firebox Casing
gregtech:boiler_firebox_casing:1, Steel Firebox Casing
gregtech:boiler_firebox_casing:2, Titanium Firebox Casing
gregtech:boiler_firebox_casing:3, Tungstensteel Firebox Casing
gregtech:metal_casing:0, Bronze Machine Casing
gregtech:metal_casing:1, Primitive Bricks
gregtech:metal_casing:2, Heat Proof Machine Casing
gregtech:metal_casing:3, Frost Proof Machine Casing
gregtech:metal_casing:4, Solid Steel Machine Casing
gregtech:metal_casing:5, Clean Stainless Steel Casing
gregtech:metal_casing:6, Stable Titanium Machine Casing
gregtech:metal_casing:7, Robust Tungstensteel Machine Casing
gregtech:metal_casing:8, Coke Oven Bricks
gregtech:turbine_casing:0, Bronze Gear Box Casing
gregtech:turbine_casing:1, Steel Gear Box Casing
gregtech:turbine_casing:2, Titanium Gear Box Casing
gregtech:turbine_casing:3, Steel Turbine Casing
gregtech:turbine_casing:4, Titanium Turbine Casing
gregtech:turbine_casing:5, Stainless Turbine Casing
gregtech:turbine_casing:6, Tungstensteel Turbine Casing
gregtech:machine_casing:0, ULV Machine Casing
gregtech:machine_casing:1, LV Machine Casing
gregtech:machine_casing:2, MV Machine Casing
gregtech:machine_casing:3, HV Machine Casing
gregtech:machine_casing:4, EV Machine Casing
gregtech:machine_casing:5, IV Machine Casing
gregtech:machine_casing:6, LuV Machine Casing
gregtech:machine_casing:7, ZPM Machine Casing
gregtech:machine_casing:8, UV Machine Casing
gregtech:machine_casing:9, MAX Machine Casing
gregtech:machine_casing:10, Bronze Hull
gregtech:machine_casing:11, Bricked Bronze Hull
gregtech:machine_casing:12, Steel Hull
gregtech:machine_casing:13, Bricked Steel Hull
gregtech:multiblock_casing:0, Engine Intake Casing
gregtech:multiblock_casing:1, Grate Machine Casing
gregtech:multiblock_casing:2, Assembler Machine Casing
gregtech:multiblock_casing:3, Fusion Machine Casing
gregtech:multiblock_casing:4, Fusion Machine Casing MK II
gregtech:wire_coil:0, Cupronickel Coil Block
gregtech:wire_coil:1, Kanthal Coil Block
gregtech:wire_coil:2, Nichrome Coil Block
gregtech:wire_coil:3, Tungstensteel Coil Block
gregtech:wire_coil:4, HSS-G Coil Block
gregtech:wire_coil:5, Naquadah Coil Block
gregtech:wire_coil:6, Naquadah Alloy Coil Block
gregtech:wire_coil:7, Superconducting Coil Block
gregtech:wire_coil:8, Fusion Coil Block
gregtech:warning_sign:0, Yellow Stripes Block
gregtech:warning_sign:1, Yellow Stripes Block
gregtech:warning_sign:2, Radioactive Hazard Sign Block
gregtech:warning_sign:3, Bio Hazard Sign Block
gregtech:warning_sign:4, Explosion Hazard Sign Block
gregtech:warning_sign:5, Fire Hazard Sign Block
gregtech:warning_sign:6, Acid Hazard Sign Block
gregtech:warning_sign:7, Magic Hazard Sign Block
gregtech:warning_sign:8, Frost Hazard Sign Block
gregtech:warning_sign:9, Noise Hazard Sign Block
gregtech:granite:0, Black Granite
gregtech:granite:4, Black Granite Cobblestone
gregtech:granite:8, Mossy Black Granite Cobblestone
gregtech:granite:12, Chiseled Black Granite
gregtech:granite:1, Red Granite
gregtech:granite:5, Red Granite Cobblestone
gregtech:granite:9, Mossy Red Granite Cobblestone
gregtech:granite:13, Chiseled Red Granite
gregtech:granite:2, Black Granite Bricks
